Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Saint Lucia,<200 ,<100 , <200,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<100 , <200,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<100 , <200,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<100 , <200,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<100 , <200,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<200 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<200 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <500,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<500 ,<500 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<500 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<500 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals.",<1000 ,<1000 , <1000,"Countries with a UNAIDS-approved estimate and population <250 000 in 2021; not included in regional or global totals."
Sao Tome and Principe,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Saudi Arabia,2200 ,1400 , 3400,,2800 ,1800 , 4100,,3400 ,2300 , 4900,,4000 ,2800 , 5500,,4700 ,3300 , 6200,,5400 ,4000 , 6900,,6300 ,4700 , 7700,,7100 ,5500 , 8600,,7900 ,6300 , 9300,,8500 ,7000 , 9800,,8900 ,7500 , 9900,,9100 ,8000 , 10 000,,9100 ,8200 , 9900,,8900 ,8200 , 9600,,8600 ,8000 , 9300,,8400 ,7700 , 9100,,8200 ,7500 , 8800,,7900 ,7200 , 8500,,7700 ,7000 , 8300,,7500 ,6800 , 8100,,7300 ,6600 , 7900,,7100 ,6400 , 7800,,6900 ,6200 , 7600,,6700 ,6000 , 7400,,6600 ,5900 , 7300,,6700 ,6000 , 7400,,6800 ,6100 , 7500,,6900 ,6300 , 7700,,7300 ,6700 , 8100,,7700 ,7100 , 8600,,8100 ,7400 , 9100,,8900 ,8100 , 10 000,,9900 ,9000 , 11 000,,11 000 ,10 000 , 13 000,
Senegal,6200 ,4500 , 8700,,7900 ,5800 , 11 000,,10 000 ,7500 , 14 000,,13 000 ,9600 , 17 000,,15 000 ,12 000 , 20 000,,19 000 ,15 000 , 24 000,,22 000 ,18 000 , 28 000,,26 000 ,22 000 , 33 000,,30 000 ,25 000 , 37 000,,34 000 ,28 000 , 41 000,,37 000 ,31 000 , 44 000,,40 000 ,33 000 , 47 000,,42 000 ,35 000 , 49 000,,42 000 ,36 000 , 50 000,,43 000 ,36 000 , 51 000,,43 000 ,36 000 , 50 000,,42 000 ,36 000 , 50 000,,42 000 ,36 000 , 49 000,,42 000 ,36 000 , 49 000,,42 000 ,37 000 , 50 000,,43 000 ,37 000 , 50 000,,42 000 ,37 000 , 50 000,,42 000 ,37 000 , 49 000,,41 000 ,36 000 , 48 000,,41 000 ,36 000 , 48 000,,40 000 ,36 000 , 46 000,,40 000 ,36 000 , 46 000,,40 000 ,36 000 , 45 000,,40 000 ,36 000 , 45 000,,40 000 ,36 000 , 45 000,,40 000 ,36 000 , 46 000,,41 000 ,36 000 , 47 000,,42 000 ,38 000 , 50 000,,44 000 ,39 000 , 52 000,
Serbia,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1200,,1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1100 ,<1000 , 1400,,1200 ,<1000 , 1500,,1400 ,1100 , 1600,,1500 ,1200 , 1800,,1600 ,1300 , 1900,,1700 ,1400 , 2000,,1900 ,1500 , 2200,,2000 ,1600 , 2300,,2100 ,1700 , 2500,,2300 ,1800 , 2600,,2400 ,1900 , 2800,,2600 ,2100 , 3000,,2700 ,2200 , 3200,,2900 ,2300 , 3300,,3100 ,2500 , 3500,,3200 ,2600 , 3700,,3400 ,2700 , 3900,,3500 ,2800 , 4100,,3700 ,3000 , 4200,,3800 ,3100 , 4400,,4000 ,3200 , 4600,
Sierra Leone,14 000 ,7000 , 23 000,,17 000 ,8300 , 27 000,,19 000 ,10 000 , 30 000,,22 000 ,13 000 , 33 000,,25 000 ,15 000 , 37 000,,28 000 ,18 000 , 40 000,,31 000 ,21 000 , 43 000,,34 000 ,24 000 , 46 000,,36 000 ,27 000 , 48 000,,38 000 ,29 000 , 49 000,,41 000 ,32 000 , 53 000,,45 000 ,36 000 , 57 000,,48 000 ,39 000 , 60 000,,50 000 ,41 000 , 62 000,,52 000 ,43 000 , 64 000,,53 000 ,45 000 , 64 000,,54 000 ,46 000 , 64 000,,56 000 ,47 000 , 64 000,,56 000 ,49 000 , 65 000,,58 000 ,50 000 , 66 000,,59 000 ,52 000 , 68 000,,61 000 ,53 000 , 70 000,,62 000 ,55 000 , 71 000,,63 000 ,56 000 , 72 000,,65 000 ,57 000 , 73 000,,66 000 ,58 000 , 75 000,,67 000 ,59 000 , 76 000,,68 000 ,60 000 , 78 000,,70 000 ,61 000 , 80 000,,71 000 ,62 000 , 82 000,,73 000 ,63 000 , 84 000,,75 000 ,64 000 , 87 000,,76 000 ,64 000 , 90 000,,77 000 ,64 000 , 92 000,
Singapore,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,1000 , 1300,,1300 ,1200 , 1500,,1500 ,1400 , 1700,,1800 ,1500 , 1900,,2000 ,1700 , 2200,,2300 ,1900 , 2500,,2500 ,2200 , 2800,,2900 ,2400 , 3100,,3200 ,2700 , 3500,,3600 ,3000 , 4000,,4000 ,3300 , 4400,,4500 ,3700 , 4900,,4900 ,4000 , 5400,,5300 ,4300 , 5900,,5700 ,4600 , 6300,,6100 ,4800 , 6800,,6500 ,5100 , 7300,,6900 ,5400 , 7700,,7200 ,5600 , 8100,,7400 ,5800 , 8400,,7600 ,6000 , 8600,,7800 ,6200 , 8900,,8000 ,6300 , 9100,,8100 ,6400 , 9200,
Slovakia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1300 ,1000 , 1500,,1400 ,1100 , 1600,,1600 ,1400 , 1900,,1700 ,1400 , 2000,
Slovenia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,
Somalia,12 000 ,6500 , 20 000,,13 000 ,7600 , 21 000,,15 000 ,9000 , 22 000,,18 000 ,11 000 , 26 000,,19 000 ,13 000 , 27 000,,21 000 ,15 000 , 28 000,,22 000 ,16 000 , 29 000,,22 000 ,17 000 , 29 000,,23 000 ,18 000 , 30 000,,23 000 ,19 000 , 30 000,,23 000 ,19 000 , 30 000,,23 000 ,19 000 , 29 000,,23 000 ,19 000 , 28 000,,22 000 ,18 000 , 27 000,,22 000 ,18 000 , 26 000,,21 000 ,17 000 , 25 000,,20 000 ,17 000 , 24 000,,19 000 ,16 000 , 23 000,,18 000 ,15 000 , 21 000,,17 000 ,14 000 , 20 000,,16 000 ,14 000 , 19 000,,15 000 ,13 000 , 17 000,,14 000 ,12 000 , 16 000,,13 000 ,11 000 , 15 000,,12 000 ,11 000 , 15 000,,12 000 ,10 000 , 14 000,,11 000 ,9700 , 13 000,,11 000 ,9300 , 13 000,,10 000 ,8800 , 12 000,,9800 ,8400 , 11 000,,9300 ,8000 , 11 000,,8900 ,7600 , 10 000,,8500 ,7300 , 9900,,8200 ,7000 , 9500,
South Africa,330 000 ,300 000 , 370 000,,510 000 ,460 000 , 570 000,,750 000 ,670 000 , 830 000,,1 000 000 ,940 000 , 1 200 000,,1 400 000 ,1 200 000 , 1 500 000,,1 700 000 ,1 600 000 , 1 900 000,,2 100 000 ,1 900 000 , 2 400 000,,2 500 000 ,2 300 000 , 2 800 000,,2 900 000 ,2 600 000 , 3 200 000,,3 300 000 ,2 900 000 , 3 600 000,,3 600 000 ,3 200 000 , 3 900 000,,3 900 000 ,3 500 000 , 4 300 000,,4 200 000 ,3 800 000 , 4 600 000,,4 400 000 ,4 000 000 , 4 900 000,,4 700 000 ,4 200 000 , 5 100 000,,4 900 000 ,4 400 000 , 5 300 000,,5 100 000 ,4 600 000 , 5 600 000,,5 300 000 ,4 800 000 , 5 800 000,,5 500 000 ,5 000 000 , 6 000 000,,5 700 000 ,5 200 000 , 6 200 000,,5 900 000 ,5 400 000 , 6 400 000,,6 100 000 ,5 600 000 , 6 600 000,,6 300 000 ,5 700 000 , 6 800 000,,6 500 000 ,5 900 000 , 7 000 000,,6 600 000 ,6 100 000 , 7 200 000,,6 800 000 ,6 300 000 , 7 400 000,,7 000 000 ,6 400 000 , 7 600 000,,7 100 000 ,6 600 000 , 7 700 000,,7 200 000 ,6 700 000 , 7 800 000,,7 300 000 ,6 800 000 , 8 000 000,,7 400 000 ,6 900 000 , 8 100 000,,7 500 000 ,6 900 000 , 8 200 000,,7 600 000 ,7 000 000 , 8 300 000,,7 700 000 ,7 000 000 , 8 300 000,
South Sudan,27 000 ,11 000 , 49 000,,34 000 ,15 000 , 59 000,,42 000 ,20 000 , 66 000,,50 000 ,25 000 , 75 000,,59 000 ,32 000 , 85 000,,68 000 ,37 000 , 95 000,,76 000 ,44 000 , 100 000,,84 000 ,51 000 , 110 000,,91 000 ,57 000 , 120 000,,99 000 ,65 000 , 130 000,,110 000 ,72 000 , 140 000,,110 000 ,79 000 , 150 000,,120 000 ,85 000 , 160 000,,120 000 ,91 000 , 170 000,,130 000 ,98 000 , 170 000,,140 000 ,100 000 , 180 000,,140 000 ,110 000 , 190 000,,150 000 ,110 000 , 190 000,,150 000 ,120 000 , 200 000,,160 000 ,120 000 , 200 000,,160 000 ,130 000 , 210 000,,170 000 ,130 000 , 210 000,,170 000 ,140 000 , 220 000,,170 000 ,140 000 , 220 000,,170 000 ,130 000 , 210 000,,170 000 ,130 000 , 210 000,,160 000 ,130 000 , 190 000,,150 000 ,120 000 , 180 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,
Spain,64 000 ,54 000 , 74 000,,75 000 ,63 000 , 86 000,,84 000 ,71 000 , 95 000,,90 000 ,75 000 , 100 000,,94 000 ,79 000 , 110 000,,96 000 ,81 000 , 110 000,,97 000 ,82 000 , 110 000,,99 000 ,85 000 , 110 000,,100 000 ,87 000 , 110 000,,100 000 ,89 000 , 110 000,,100 000 ,90 000 , 110 000,,110 000 ,92 000 , 110 000,,110 000 ,95 000 , 120 000,,110 000 ,98 000 , 120 000,,110 000 ,100 000 , 120 000,,120 000 ,100 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 150 000,,130 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,150 000 ,130 000 , 160 000,,150 000 ,130 000 , 170 000,,150 000 ,130 000 , 170 000,,150 000 ,130 000 , 170 000,,150 000 ,130 000 , 170 000,
Sri Lanka,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1300 ,1300 , 1300,,1600 ,1600 , 1700,,2000 ,2000 , 2000,,2400 ,2300 , 2400,,2700 ,2700 , 2800,,3100 ,3000 , 3100,,3400 ,3300 , 3400,,3600 ,3600 , 3700,,3800 ,3800 , 3900,,4000 ,3900 , 4100,,4100 ,4100 , 4200,,4200 ,4100 , 4300,,4300 ,4200 , 4400,,4300 ,4200 , 4500,,4400 ,4200 , 4500,,4400 ,4200 , 4500,,4400 ,4200 , 4500,,4400 ,4300 , 4600,,4500 ,4300 , 4600,,4500 ,4300 , 4700,,4500 ,4300 , 4700,,4500 ,4300 , 4700,,4500 ,4300 , 4800,,4600 ,4400 , 4800,,4600 ,4400 , 4900,,4700 ,4400 , 4900,,4700 ,4400 , 5000,
Sudan,5600 ,3500 , 9400,,6600 ,4200 , 11 000,,7700 ,5000 , 12 000,,8800 ,5800 , 15 000,,10 000 ,6900 , 17 000,,11 000 ,7900 , 19 000,,13 000 ,8800 , 21 000,,14 000 ,9800 , 22 000,,15 000 ,11 000 , 23 000,,16 000 ,12 000 , 25 000,,18 000 ,13 000 , 25 000,,19 000 ,14 000 , 26 000,,20 000 ,15 000 , 27 000,,21 000 ,16 000 , 28 000,,21 000 ,16 000 , 29 000,,22 000 ,17 000 , 29 000,,23 000 ,18 000 , 31 000,,24 000 ,18 000 , 32 000,,25 000 ,19 000 , 32 000,,25 000 ,20 000 , 33 000,,26 000 ,20 000 , 33 000,,27 000 ,20 000 , 35 000,,28 000 ,21 000 , 36 000,,28 000 ,22 000 , 37 000,,29 000 ,23 000 , 39 000,,31 000 ,24 000 , 41 000,,32 000 ,25 000 , 44 000,,34 000 ,26 000 , 47 000,,36 000 ,27 000 , 50 000,,38 000 ,29 000 , 54 000,,40 000 ,30 000 , 57 000,,42 000 ,32 000 , 63 000,,46 000 ,34 000 , 68 000,,48 000 ,36 000 , 75 000,
Suriname,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,<1000 ,<1000 , 1600,,1100 ,<1000 , 1800,,1300 ,<1000 , 2100,,1600 ,1200 , 2400,,1800 ,1400 , 2700,,2200 ,1700 , 2900,,2500 ,2000 , 3200,,2900 ,2300 , 3600,,3200 ,2700 , 3900,,3500 ,3000 , 4200,,3900 ,3300 , 4500,,4100 ,3600 , 4800,,4300 ,3800 , 4900,,4500 ,4000 , 5100,,4600 ,4100 , 5200,,4700 ,4200 , 5300,,4900 ,4300 , 5400,,5000 ,4500 , 5600,,5200 ,4600 , 5700,,5300 ,4700 , 5900,,5400 ,4800 , 6100,,5600 ,5000 , 6300,,5800 ,5100 , 6500,,5900 ,5300 , 6700,,6100 ,5400 , 6900,,6300 ,5600 , 7100,,6500 ,5700 , 7300,,6700 ,5900 , 7500,,6900 ,6000 , 7800,,7100 ,6200 , 8000,,7200 ,6300 , 8200,,7400 ,6500 , 8400,
Sweden,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Switzerland,6100 ,5100 , 6800,,6700 ,5700 , 7400,,7200 ,6200 , 7900,,7600 ,6500 , 8300,,7800 ,6700 , 8600,,7900 ,6800 , 8700,,8100 ,7000 , 8900,,8300 ,7300 , 9100,,8600 ,7500 , 9400,,8900 ,7800 , 9600,,9200 ,8000 , 9900,,9500 ,8300 , 10 000,,9800 ,8600 , 11 000,,10 000 ,8900 , 11 000,,10 000 ,9100 , 11 000,,11 000 ,9400 , 12 000,,11 000 ,9800 , 12 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,12 000 , 15 000,,14 000 ,12 000 , 15 000,,14 000 ,13 000 , 16 000,,15 000 ,13 000 , 17 000,,15 000 ,13 000 , 17 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,17 000 ,14 000 , 19 000,,17 000 ,15 000 , 19 000,,17 000 ,15 000 , 19 000,,17 000 ,15 000 , 19 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1500,,1500 ,1000 , 2100,,1900 ,1400 , 2700,,2500 ,1800 , 3400,,3100 ,2300 , 4200,,3800 ,2800 , 4900,,4500 ,3300 , 5700,,5200 ,4000 , 6500,,5800 ,4600 , 7200,,6400 ,5200 , 7900,,7000 ,5800 , 8500,,7600 ,6300 , 9000,,8200 ,6800 , 9600,,8800 ,7300 , 10 000,,9400 ,7900 , 11 000,,9900 ,8400 , 11 000,,10 000 ,8900 , 12 000,,11 000 ,9400 , 13 000,,11 000 ,10 000 , 13 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,13 000 ,12 000 , 15 000,,13 000 ,12 000 , 15 000,,14 000 ,12 000 , 16 000,,14 000 ,13 000 , 16 000,,14 000 ,13 000 , 17 000,,15 000 ,13 000 , 17 000,
Thailand,300 000 ,260 000 , 340 000,,460 000 ,400 000 , 530 000,,610 000 ,540 000 , 690 000,,720 000 ,640 000 , 820 000,,810 000 ,710 000 , 910 000,,870 000 ,770 000 , 980 000,,910 000 ,800 000 , 1 000 000,,930 000 ,820 000 , 1 100 000,,940 000 ,830 000 , 1 100 000,,930 000 ,820 000 , 1 100 000,,920 000 ,820 000 , 1 000 000,,910 000 ,800 000 , 1 000 000,,890 000 ,790 000 , 1 000 000,,860 000 ,760 000 , 970 000,,830 000 ,740 000 , 940 000,,810 000 ,720 000 , 910 000,,790 000 ,700 000 , 880 000,,770 000 ,690 000 , 860 000,,750 000 ,670 000 , 830 000,,730 000 ,650 000 , 810 000,,720 000 ,630 000 , 790 000,,700 000 ,620 000 , 780 000,,690 000 ,610 000 , 770 000,,670 000 ,600 000 , 760 000,,660 000 ,590 000 , 750 000,,640 000 ,580 000 , 730 000,,630 000 ,570 000 , 720 000,,620 000 ,560 000 , 710 000,,610 000 ,550 000 , 700 000,,600 000 ,530 000 , 690 000,,590 000 ,530 000 , 680 000,,590 000 ,520 000 , 670 000,,580 000 ,510 000 , 670 000,,580 000 ,500 000 , 660 000,
